[14:30:48.393] Namespace(root_path='./datasets/lits17/train_npz', dataset='lits17', list_dir='./lists/lits17', stage=2, num_classes_old=12, num_classes_new=3, num_classes_lits17=3, output_dir='./simple_finetuning_lits17', max_iterations=10000, max_epochs=15, batch_size=32, n_gpu=1, deterministic=1, base_lr=0.001, img_size=224, seed=1234, cfg='configs/finetune.yaml', pretrained_path='./debug_simple/continual_surgical_tpgm_final.pth', data_fraction=0.5, kd_temperature=3.0, kd_weight=0.2, freeze_old_classes=False, auto_tune='none', gradient_batches=5, tpgm_norm_mode='l2', tpgm_lr=0.01, tpgm_iters=200, tpgm_exclude=[], tpgm_frequency=5, tpgm_start_epoch=10, disable_tpgm=True, tpgm_data_fraction=0.1, opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False)
[14:30:48.397] Stage 2: Using 7421/14843 samples (50.0%) for continual learning
[14:30:48.397] Old classes: 12, New classes: 3, Total: 14
[14:57:51.108] iteration 2550 : loss : 110.421806, loss_ce: 0.019414, loss_kd: 549.604004
[14:58:07.550] iteration 2560 : loss : 79.726196, loss_ce: 0.025185, loss_kd: 396.077911
[14:58:13.247] iteration 2570 : loss : 68.774055, loss_ce: 0.026515, loss_kd: 341.374420
[14:58:18.930] iteration 2580 : loss : 170.076126, loss_ce: 0.019470, loss_kd: 847.906067
[14:58:24.633] iteration 2590 : loss : 95.320305, loss_ce: 0.012512, loss_kd: 474.090057
[14:58:30.334] iteration 2600 : loss : 62.357544, loss_ce: 0.012007, loss_kd: 309.284332
[14:58:36.055] iteration 2610 : loss : 109.888641, loss_ce: 0.014085, loss_kd: 546.966248
[14:58:41.763] iteration 2620 : loss : 79.676025, loss_ce: 0.034065, loss_kd: 395.828552
[14:58:47.476] iteration 2630 : loss : 85.331879, loss_ce: 0.013703, loss_kd: 424.180298
[14:58:53.187] iteration 2640 : loss : 162.571381, loss_ce: 0.025826, loss_kd: 810.397949
[14:58:58.913] iteration 2650 : loss : 136.168701, loss_ce: 0.010696, loss_kd: 678.384399
[14:59:04.639] iteration 2660 : loss : 64.602173, loss_ce: 0.023653, loss_kd: 320.469421
[14:59:10.374] iteration 2670 : loss : 66.216537, loss_ce: 0.017415, loss_kd: 328.576843
[14:59:16.102] iteration 2680 : loss : 52.760708, loss_ce: 0.011826, loss_kd: 261.360016
[14:59:21.844] iteration 2690 : loss : 126.747482, loss_ce: 0.019398, loss_kd: 631.204224
[14:59:27.582] iteration 2700 : loss : 60.573990, loss_ce: 0.016362, loss_kd: 300.387421
[14:59:33.325] iteration 2710 : loss : 63.410328, loss_ce: 0.008972, loss_kd: 314.543182
[14:59:39.063] iteration 2720 : loss : 64.551880, loss_ce: 0.012218, loss_kd: 320.294067
[14:59:44.817] iteration 2730 : loss : 55.590157, loss_ce: 0.020873, loss_kd: 275.488342
[14:59:50.554] iteration 2740 : loss : 94.507828, loss_ce: 0.019028, loss_kd: 470.016602
[14:59:56.317] iteration 2750 : loss : 52.690922, loss_ce: 0.021914, loss_kd: 260.948975
[15:00:02.061] iteration 2760 : loss : 54.269947, loss_ce: 0.021053, loss_kd: 268.848755
[15:00:07.818] iteration 2770 : loss : 79.784660, loss_ce: 0.026163, loss_kd: 396.417572
[15:00:13.560] iteration 2780 : loss : 68.519058, loss_ce: 0.032512, loss_kd: 340.084564
[15:00:29.978] iteration 2790 : loss : 112.046989, loss_ce: 0.018655, loss_kd: 557.755005
[15:00:35.660] iteration 2800 : loss : 55.081341, loss_ce: 0.022092, loss_kd: 272.918060
[15:00:41.368] iteration 2810 : loss : 93.050110, loss_ce: 0.010794, loss_kd: 462.741852
[15:00:47.063] iteration 2820 : loss : 105.199623, loss_ce: 0.012168, loss_kd: 523.519043
[15:00:52.776] iteration 2830 : loss : 131.740662, loss_ce: 0.019830, loss_kd: 656.197571
[15:00:58.481] iteration 2840 : loss : 84.451126, loss_ce: 0.025763, loss_kd: 419.711975
[15:01:04.197] iteration 2850 : loss : 115.188850, loss_ce: 0.019750, loss_kd: 573.422058
[15:01:09.903] iteration 2860 : loss : 56.273918, loss_ce: 0.017000, loss_kd: 278.898926
[15:01:15.625] iteration 2870 : loss : 46.708263, loss_ce: 0.024158, loss_kd: 231.047287
[15:01:21.348] iteration 2880 : loss : 57.545269, loss_ce: 0.011730, loss_kd: 285.236176
[15:01:27.077] iteration 2890 : loss : 62.530521, loss_ce: 0.015130, loss_kd: 310.176636
[15:01:32.792] iteration 2900 : loss : 70.199165, loss_ce: 0.014213, loss_kd: 348.465668
[15:01:38.539] iteration 2910 : loss : 59.090248, loss_ce: 0.033821, loss_kd: 292.927490
[15:01:44.266] iteration 2920 : loss : 44.514545, loss_ce: 0.036249, loss_kd: 220.008102
[15:01:50.007] iteration 2930 : loss : 60.771332, loss_ce: 0.007875, loss_kd: 301.385315
[15:01:55.739] iteration 2940 : loss : 44.276535, loss_ce: 0.022143, loss_kd: 218.908218
[15:02:01.484] iteration 2950 : loss : 63.889870, loss_ce: 0.021910, loss_kd: 316.937164
[15:02:07.233] iteration 2960 : loss : 82.770790, loss_ce: 0.021047, loss_kd: 411.340637
[15:02:12.983] iteration 2970 : loss : 68.767998, loss_ce: 0.019156, loss_kd: 341.297852
[15:02:18.734] iteration 2980 : loss : 50.104122, loss_ce: 0.016988, loss_kd: 248.009933
[15:02:24.483] iteration 2990 : loss : 69.863998, loss_ce: 0.020627, loss_kd: 346.789032
[15:02:30.233] iteration 3000 : loss : 75.677322, loss_ce: 0.011648, loss_kd: 375.897003
[15:02:35.996] iteration 3010 : loss : 58.630890, loss_ce: 0.016380, loss_kd: 290.671631
[15:02:52.799] iteration 3020 : loss : 47.496971, loss_ce: 0.016104, loss_kd: 234.987717
[15:02:58.492] iteration 3030 : loss : 47.539623, loss_ce: 0.025347, loss_kd: 235.197784
[15:03:04.185] iteration 3040 : loss : 48.548512, loss_ce: 0.009669, loss_kd: 240.267929
[15:03:09.888] iteration 3050 : loss : 44.368462, loss_ce: 0.026760, loss_kd: 219.350937
[15:03:15.585] iteration 3060 : loss : 38.916443, loss_ce: 0.013366, loss_kd: 192.095886
[15:03:21.299] iteration 3070 : loss : 147.588379, loss_ce: 0.015999, loss_kd: 735.464111
[15:03:27.005] iteration 3080 : loss : 168.263870, loss_ce: 0.018154, loss_kd: 838.865723
[15:03:32.725] iteration 3090 : loss : 157.476273, loss_ce: 0.024156, loss_kd: 784.823120
[15:03:38.435] iteration 3100 : loss : 113.182449, loss_ce: 0.019125, loss_kd: 563.395752
[15:03:44.159] iteration 3110 : loss : 62.507282, loss_ce: 0.011268, loss_kd: 310.040100
[15:03:49.880] iteration 3120 : loss : 80.668556, loss_ce: 0.037791, loss_kd: 400.842194
[15:03:55.612] iteration 3130 : loss : 80.570816, loss_ce: 0.016282, loss_kd: 400.375580
[15:04:01.337] iteration 3140 : loss : 69.888596, loss_ce: 0.023157, loss_kd: 346.966919
[15:04:07.070] iteration 3150 : loss : 62.925072, loss_ce: 0.019703, loss_kd: 312.102417
[15:04:12.804] iteration 3160 : loss : 67.430214, loss_ce: 0.008292, loss_kd: 334.693268
[15:04:18.560] iteration 3170 : loss : 78.779709, loss_ce: 0.023178, loss_kd: 391.423309
[15:04:24.298] iteration 3180 : loss : 109.098183, loss_ce: 0.019485, loss_kd: 542.975281
[15:04:30.042] iteration 3190 : loss : 55.732079, loss_ce: 0.017947, loss_kd: 276.153168
[15:04:35.778] iteration 3200 : loss : 55.966232, loss_ce: 0.029287, loss_kd: 277.336731
[15:04:41.534] iteration 3210 : loss : 112.589363, loss_ce: 0.022049, loss_kd: 560.398438
[15:04:47.271] iteration 3220 : loss : 50.647434, loss_ce: 0.022762, loss_kd: 250.749802
[15:04:53.017] iteration 3230 : loss : 46.969589, loss_ce: 0.018912, loss_kd: 232.373749
[15:04:58.753] iteration 3240 : loss : 67.503693, loss_ce: 0.020829, loss_kd: 334.972351
[15:05:15.393] iteration 3250 : loss : 67.688820, loss_ce: 0.009381, loss_kd: 335.964172
[15:05:21.082] iteration 3260 : loss : 65.736313, loss_ce: 0.013177, loss_kd: 326.214630
[15:05:26.778] iteration 3270 : loss : 58.626965, loss_ce: 0.017393, loss_kd: 290.671600
[15:05:32.469] iteration 3280 : loss : 48.036724, loss_ce: 0.021296, loss_kd: 237.699600
[15:05:38.182] iteration 3290 : loss : 50.147762, loss_ce: 0.014709, loss_kd: 248.243729
[15:05:43.890] iteration 3300 : loss : 47.842186, loss_ce: 0.033214, loss_kd: 236.710007
[15:05:49.610] iteration 3310 : loss : 73.534828, loss_ce: 0.014140, loss_kd: 365.194946
[15:05:55.324] iteration 3320 : loss : 65.521919, loss_ce: 0.018191, loss_kd: 325.128510
[15:06:01.049] iteration 3330 : loss : 58.322895, loss_ce: 0.024420, loss_kd: 289.104950
[15:06:06.770] iteration 3340 : loss : 115.400795, loss_ce: 0.013114, loss_kd: 574.493225
[15:06:12.504] iteration 3350 : loss : 52.207634, loss_ce: 0.021487, loss_kd: 258.560333
[15:06:18.232] iteration 3360 : loss : 75.914642, loss_ce: 0.011318, loss_kd: 377.035339
[15:06:23.975] iteration 3370 : loss : 66.319527, loss_ce: 0.009960, loss_kd: 329.095581
[15:06:29.703] iteration 3380 : loss : 56.559250, loss_ce: 0.017548, loss_kd: 280.254974
[15:06:35.447] iteration 3390 : loss : 57.695770, loss_ce: 0.029904, loss_kd: 285.947571
[15:06:41.178] iteration 3400 : loss : 58.442577, loss_ce: 0.033763, loss_kd: 289.666077
[15:06:46.927] iteration 3410 : loss : 49.965073, loss_ce: 0.031466, loss_kd: 247.280762
[15:06:52.663] iteration 3420 : loss : 46.790943, loss_ce: 0.013962, loss_kd: 231.493179
[15:06:58.417] iteration 3430 : loss : 41.989082, loss_ce: 0.019465, loss_kd: 207.441635
[15:07:04.160] iteration 3440 : loss : 49.672115, loss_ce: 0.018072, loss_kd: 245.807251
[15:07:09.910] iteration 3450 : loss : 50.563072, loss_ce: 0.013869, loss_kd: 250.313736
[15:07:15.655] iteration 3460 : loss : 63.320831, loss_ce: 0.014053, loss_kd: 314.103638
[15:07:21.407] iteration 3470 : loss : 72.483650, loss_ce: 0.028198, loss_kd: 359.926208
[15:07:27.087] iteration 3480 : loss : 49.313602, loss_ce: 0.020449, loss_kd: 244.084198
[15:07:27.816] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_14.pth
[15:07:27.893] save final model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_final.pth
[04:37:20.787] Namespace(root_path='./datasets/lits17/train_npz', dataset='lits17', list_dir='./lists/lits17', stage=2, num_classes_old=12, num_classes_new=3, num_classes_lits17=3, output_dir='./simple_finetuning_lits17', max_iterations=10000, max_epochs=30, batch_size=32, n_gpu=1, deterministic=1, base_lr=0.001, img_size=224, seed=1234, cfg='configs/finetune.yaml', pretrained_path='./debug_simple/continual_surgical_tpgm_final.pth', data_fraction=0.45, kd_temperature=3.0, kd_weight=0.2, freeze_old_classes=False, auto_tune='none', gradient_batches=5, tpgm_norm_mode='l2', tpgm_lr=0.01, tpgm_iters=200, tpgm_exclude=[], tpgm_frequency=5, tpgm_start_epoch=10, disable_tpgm=True, tpgm_data_fraction=0.1, opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False)
[04:37:20.790] Stage 2: Using 6679/14843 samples (45.0%) for continual learning
[04:37:20.791] Old classes: 12, New classes: 3, Total: 14
[04:37:20.791] Dataset: lits17
[04:37:20.791] TPGM enabled: False
[04:37:20.791] Surgical fine-tuning method: none
[04:38:02.288] Combined Continual Learning Stage 2 + Surgical + TPGM Configuration:
[04:38:02.288] KD Temperature: 3.0
[04:38:02.288] KD Weight: 0.2
[04:38:02.288] Auto-tune method: none
[04:38:02.288] TPGM start epoch: 10
[04:38:02.288] TPGM frequency: 5
[04:38:02.289] 209 iterations per epoch. 6270 max iterations 
[04:38:18.542] iteration 10 : loss : 1106.397217, loss_ce: 0.615130, loss_kd: 5528.717773
[04:38:24.155] iteration 20 : loss : 414.305908, loss_ce: 0.501986, loss_kd: 2068.358887
[04:38:29.794] iteration 30 : loss : 236.055893, loss_ce: 0.553606, loss_kd: 1177.050293
[04:38:35.426] iteration 40 : loss : 171.134171, loss_ce: 0.434557, loss_kd: 852.542419
[04:38:41.074] iteration 50 : loss : 178.659073, loss_ce: 0.520648, loss_kd: 890.093384
[04:38:46.716] iteration 60 : loss : 114.342949, loss_ce: 0.419278, loss_kd: 568.599731
[04:38:52.367] iteration 70 : loss : 104.830124, loss_ce: 0.493956, loss_kd: 520.971741
[04:38:58.008] iteration 80 : loss : 171.846481, loss_ce: 0.463556, loss_kd: 856.081177
[04:39:03.666] iteration 90 : loss : 148.821793, loss_ce: 0.479063, loss_kd: 740.941895
[04:39:09.314] iteration 100 : loss : 115.798492, loss_ce: 0.407577, loss_kd: 575.884216
[04:39:14.975] iteration 110 : loss : 108.730827, loss_ce: 0.353080, loss_kd: 540.595703
[04:39:20.622] iteration 120 : loss : 91.855301, loss_ce: 0.390359, loss_kd: 456.189484
[04:39:26.284] iteration 130 : loss : 82.428024, loss_ce: 0.384585, loss_kd: 409.048828
[04:39:31.933] iteration 140 : loss : 69.131958, loss_ce: 0.353609, loss_kd: 342.602539
[04:39:37.595] iteration 150 : loss : 96.453903, loss_ce: 0.370562, loss_kd: 479.192810
[04:39:43.253] iteration 160 : loss : 135.629395, loss_ce: 0.321692, loss_kd: 675.101501
[04:39:48.917] iteration 170 : loss : 116.859947, loss_ce: 0.269628, loss_kd: 581.304871
[04:39:54.574] iteration 180 : loss : 146.053711, loss_ce: 0.322618, loss_kd: 727.236816
[04:40:00.238] iteration 190 : loss : 114.197594, loss_ce: 0.199599, loss_kd: 568.043823
[04:40:05.897] iteration 200 : loss : 91.363907, loss_ce: 0.190611, loss_kd: 453.888947
[04:40:22.923] iteration 210 : loss : 86.019371, loss_ce: 0.185733, loss_kd: 427.195312
[04:40:28.572] iteration 220 : loss : 242.716080, loss_ce: 0.215371, loss_kd: 1210.629395
[04:40:34.238] iteration 230 : loss : 122.800377, loss_ce: 0.103505, loss_kd: 611.171753
[04:40:39.895] iteration 240 : loss : 113.431038, loss_ce: 0.110716, loss_kd: 564.329895
[04:40:45.564] iteration 250 : loss : 144.409500, loss_ce: 0.070401, loss_kd: 719.274353
[04:40:51.226] iteration 260 : loss : 170.217590, loss_ce: 0.065658, loss_kd: 848.371948
[04:40:56.898] iteration 270 : loss : 101.271019, loss_ce: 0.081265, loss_kd: 503.642670
[04:41:02.563] iteration 280 : loss : 94.263611, loss_ce: 0.064721, loss_kd: 468.682251
[04:41:08.265] iteration 290 : loss : 116.106972, loss_ce: 0.024525, loss_kd: 577.941711
[04:41:13.930] iteration 300 : loss : 81.760254, loss_ce: 0.049971, loss_kd: 406.184143
[04:41:19.613] iteration 310 : loss : 102.838875, loss_ce: 0.042045, loss_kd: 511.581421
[04:41:25.280] iteration 320 : loss : 99.007500, loss_ce: 0.027830, loss_kd: 492.438110
[04:41:30.959] iteration 330 : loss : 74.874222, loss_ce: 0.030786, loss_kd: 371.790344
[04:41:36.629] iteration 340 : loss : 73.373932, loss_ce: 0.024763, loss_kd: 364.270844
[04:41:42.315] iteration 350 : loss : 72.035698, loss_ce: 0.024028, loss_kd: 357.613861
[04:41:47.985] iteration 360 : loss : 70.430954, loss_ce: 0.027538, loss_kd: 349.573608
[04:41:53.667] iteration 370 : loss : 49.552624, loss_ce: 0.030169, loss_kd: 245.203491
[04:41:59.340] iteration 380 : loss : 68.894951, loss_ce: 0.052853, loss_kd: 341.879395
[04:42:05.029] iteration 390 : loss : 122.446808, loss_ce: 0.015960, loss_kd: 609.670044
[04:42:10.705] iteration 400 : loss : 78.961372, loss_ce: 0.014391, loss_kd: 392.249237
[04:42:16.391] iteration 410 : loss : 233.897171, loss_ce: 0.036783, loss_kd: 1166.911987
[04:42:33.052] iteration 420 : loss : 114.898872, loss_ce: 0.022403, loss_kd: 571.953674
[04:42:38.722] iteration 430 : loss : 91.909309, loss_ce: 0.029273, loss_kd: 456.997528
[04:42:44.388] iteration 440 : loss : 69.166893, loss_ce: 0.027457, loss_kd: 343.257446
[04:42:50.066] iteration 450 : loss : 56.858650, loss_ce: 0.023867, loss_kd: 281.734009
[04:42:55.732] iteration 460 : loss : 60.180897, loss_ce: 0.019512, loss_kd: 298.342072
[04:43:01.410] iteration 470 : loss : 51.004677, loss_ce: 0.022755, loss_kd: 252.459946
[04:43:07.078] iteration 480 : loss : 53.940918, loss_ce: 0.020726, loss_kd: 267.177185
[04:43:12.772] iteration 490 : loss : 58.726627, loss_ce: 0.024926, loss_kd: 291.077606
[04:43:18.445] iteration 500 : loss : 51.778854, loss_ce: 0.016179, loss_kd: 256.363312
[04:43:24.135] iteration 510 : loss : 44.376194, loss_ce: 0.048502, loss_kd: 219.321152
[04:43:29.808] iteration 520 : loss : 48.627880, loss_ce: 0.023357, loss_kd: 240.601547
[04:43:35.487] iteration 530 : loss : 58.607430, loss_ce: 0.030366, loss_kd: 290.487366
[04:43:41.161] iteration 540 : loss : 58.341843, loss_ce: 0.019903, loss_kd: 289.189545
[04:43:46.844] iteration 550 : loss : 40.437145, loss_ce: 0.022997, loss_kd: 199.647491
[04:43:52.524] iteration 560 : loss : 46.380970, loss_ce: 0.022074, loss_kd: 229.373825
[04:43:58.211] iteration 570 : loss : 46.895451, loss_ce: 0.025196, loss_kd: 231.907379
[04:44:03.888] iteration 580 : loss : 51.620609, loss_ce: 0.030342, loss_kd: 255.544601
[04:44:09.576] iteration 590 : loss : 49.655453, loss_ce: 0.041192, loss_kd: 245.731308
[04:44:15.256] iteration 600 : loss : 55.413822, loss_ce: 0.017569, loss_kd: 274.520111
[04:44:20.949] iteration 610 : loss : 45.406101, loss_ce: 0.016588, loss_kd: 224.516815
[04:44:26.632] iteration 620 : loss : 46.424999, loss_ce: 0.025194, loss_kd: 229.568771
[04:44:42.804] iteration 630 : loss : 54.132053, loss_ce: 0.028071, loss_kd: 268.123596
[04:44:48.468] iteration 640 : loss : 57.252110, loss_ce: 0.028929, loss_kd: 283.712341
[04:44:54.142] iteration 650 : loss : 58.032936, loss_ce: 0.037988, loss_kd: 287.616364
[04:44:59.815] iteration 660 : loss : 61.495663, loss_ce: 0.014067, loss_kd: 304.961670
[04:45:05.492] iteration 670 : loss : 52.495708, loss_ce: 0.026730, loss_kd: 259.909576
[04:45:11.165] iteration 680 : loss : 62.400311, loss_ce: 0.033503, loss_kd: 309.457703
[04:45:16.846] iteration 690 : loss : 87.416367, loss_ce: 0.031506, loss_kd: 434.550354
[04:45:22.523] iteration 700 : loss : 83.066254, loss_ce: 0.023812, loss_kd: 412.822357
[04:45:28.214] iteration 710 : loss : 59.570061, loss_ce: 0.038724, loss_kd: 295.286560
[04:45:33.893] iteration 720 : loss : 70.924088, loss_ce: 0.013048, loss_kd: 352.135559
[04:45:39.580] iteration 730 : loss : 94.518654, loss_ce: 0.012663, loss_kd: 470.073792
[04:45:45.257] iteration 740 : loss : 267.624664, loss_ce: 0.037680, loss_kd: 1335.578125
[04:45:50.949] iteration 750 : loss : 171.905029, loss_ce: 0.021754, loss_kd: 857.027954
[04:45:56.633] iteration 760 : loss : 122.100410, loss_ce: 0.024422, loss_kd: 607.952148
[04:46:02.331] iteration 770 : loss : 110.486565, loss_ce: 0.023841, loss_kd: 549.899902
[04:46:08.019] iteration 780 : loss : 89.516808, loss_ce: 0.023533, loss_kd: 445.079681
[04:46:13.719] iteration 790 : loss : 65.056656, loss_ce: 0.023142, loss_kd: 322.730438
[04:46:19.411] iteration 800 : loss : 109.164856, loss_ce: 0.020670, loss_kd: 543.251648
[04:46:25.118] iteration 810 : loss : 170.657623, loss_ce: 0.036098, loss_kd: 850.776855
[04:46:30.808] iteration 820 : loss : 99.119759, loss_ce: 0.010598, loss_kd: 493.100037
[04:46:36.515] iteration 830 : loss : 81.436768, loss_ce: 0.014205, loss_kd: 404.660248
[04:46:52.728] iteration 840 : loss : 86.897194, loss_ce: 0.019113, loss_kd: 431.967651
[04:46:58.403] iteration 850 : loss : 69.417953, loss_ce: 0.020773, loss_kd: 344.549805
[04:47:04.074] iteration 860 : loss : 92.165344, loss_ce: 0.015434, loss_kd: 458.280334
[04:47:09.752] iteration 870 : loss : 84.010002, loss_ce: 0.026791, loss_kd: 417.536560
[04:47:15.430] iteration 880 : loss : 151.152145, loss_ce: 0.021033, loss_kd: 753.247681
[04:47:21.115] iteration 890 : loss : 111.741943, loss_ce: 0.019292, loss_kd: 556.189148
[04:47:26.792] iteration 900 : loss : 89.112640, loss_ce: 0.015566, loss_kd: 443.036591
[04:47:32.490] iteration 910 : loss : 100.944664, loss_ce: 0.023758, loss_kd: 502.216309
[04:47:38.171] iteration 920 : loss : 119.620102, loss_ce: 0.024106, loss_kd: 595.571045
[04:47:43.868] iteration 930 : loss : 89.456284, loss_ce: 0.033799, loss_kd: 444.764252
[04:47:49.554] iteration 940 : loss : 93.348869, loss_ce: 0.018945, loss_kd: 464.231262
[04:47:55.261] iteration 950 : loss : 69.586922, loss_ce: 0.015799, loss_kd: 345.418823
[04:48:00.955] iteration 960 : loss : 87.615791, loss_ce: 0.025604, loss_kd: 435.548645
[04:48:06.655] iteration 970 : loss : 70.920731, loss_ce: 0.020057, loss_kd: 352.102814
[04:48:12.349] iteration 980 : loss : 72.382545, loss_ce: 0.010625, loss_kd: 359.412659
[04:48:18.064] iteration 990 : loss : 133.325836, loss_ce: 0.016435, loss_kd: 664.137390
[04:48:23.760] iteration 1000 : loss : 85.958519, loss_ce: 0.018850, loss_kd: 427.257233
[04:48:29.467] iteration 1010 : loss : 96.674698, loss_ce: 0.018985, loss_kd: 480.859436
[04:48:35.168] iteration 1020 : loss : 70.102524, loss_ce: 0.020644, loss_kd: 348.002075
[04:48:40.876] iteration 1030 : loss : 67.735725, loss_ce: 0.023848, loss_kd: 336.165741
[04:48:46.573] iteration 1040 : loss : 77.513466, loss_ce: 0.016669, loss_kd: 385.085419
[04:48:50.016] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_4.pth
[04:49:03.442] iteration 1050 : loss : 56.892323, loss_ce: 0.012647, loss_kd: 281.982849
[04:49:09.111] iteration 1060 : loss : 69.100830, loss_ce: 0.031493, loss_kd: 342.954926
[04:49:14.792] iteration 1070 : loss : 79.025261, loss_ce: 0.017515, loss_kd: 392.600952
[04:49:20.463] iteration 1080 : loss : 105.958038, loss_ce: 0.019346, loss_kd: 527.237610
[04:49:26.149] iteration 1090 : loss : 64.002892, loss_ce: 0.018256, loss_kd: 317.503204
[04:49:31.825] iteration 1100 : loss : 88.306931, loss_ce: 0.051329, loss_kd: 438.973083
[04:49:37.522] iteration 1110 : loss : 87.499619, loss_ce: 0.028235, loss_kd: 434.935547
[04:49:43.204] iteration 1120 : loss : 57.073494, loss_ce: 0.030501, loss_kd: 282.829651
[04:49:48.898] iteration 1130 : loss : 51.856339, loss_ce: 0.015283, loss_kd: 256.768799
[04:49:54.589] iteration 1140 : loss : 59.292244, loss_ce: 0.011840, loss_kd: 293.989014
[04:50:00.291] iteration 1150 : loss : 98.052727, loss_ce: 0.015405, loss_kd: 487.750549
[04:50:05.986] iteration 1160 : loss : 179.707520, loss_ce: 0.019296, loss_kd: 896.043701
[04:50:11.694] iteration 1170 : loss : 67.997566, loss_ce: 0.025489, loss_kd: 337.472168
[04:50:17.389] iteration 1180 : loss : 66.615349, loss_ce: 0.025822, loss_kd: 330.584198
[04:50:23.095] iteration 1190 : loss : 51.263508, loss_ce: 0.030639, loss_kd: 253.796692
[04:50:28.794] iteration 1200 : loss : 73.068016, loss_ce: 0.032765, loss_kd: 362.739807
[04:50:34.509] iteration 1210 : loss : 63.592243, loss_ce: 0.031945, loss_kd: 315.445312
[04:50:40.208] iteration 1220 : loss : 51.585148, loss_ce: 0.014429, loss_kd: 255.434708
[04:50:45.918] iteration 1230 : loss : 52.199242, loss_ce: 0.039209, loss_kd: 258.476898
[04:50:51.618] iteration 1240 : loss : 118.298691, loss_ce: 0.025303, loss_kd: 588.961243
[04:50:57.327] iteration 1250 : loss : 148.154968, loss_ce: 0.015158, loss_kd: 738.311951
[04:51:13.757] iteration 1260 : loss : 58.826019, loss_ce: 0.035117, loss_kd: 291.621094
[04:51:19.437] iteration 1270 : loss : 200.557434, loss_ce: 0.021149, loss_kd: 1000.283936
[04:51:25.110] iteration 1280 : loss : 80.415588, loss_ce: 0.009949, loss_kd: 399.588562
[04:51:30.798] iteration 1290 : loss : 77.156563, loss_ce: 0.015325, loss_kd: 383.198730
[04:51:36.479] iteration 1300 : loss : 80.916191, loss_ce: 0.018736, loss_kd: 402.052948
[04:51:42.178] iteration 1310 : loss : 76.712929, loss_ce: 0.029825, loss_kd: 381.052368
[04:51:47.862] iteration 1320 : loss : 104.096626, loss_ce: 0.020586, loss_kd: 517.987610
[04:51:53.559] iteration 1330 : loss : 100.648186, loss_ce: 0.019595, loss_kd: 500.711487
[04:51:59.246] iteration 1340 : loss : 88.067680, loss_ce: 0.035535, loss_kd: 437.816986
[04:52:04.949] iteration 1350 : loss : 80.613869, loss_ce: 0.028456, loss_kd: 400.562744
[04:52:10.648] iteration 1360 : loss : 60.575699, loss_ce: 0.013043, loss_kd: 300.362793
[04:52:16.354] iteration 1370 : loss : 47.857430, loss_ce: 0.017259, loss_kd: 236.739410
[04:52:22.045] iteration 1380 : loss : 158.388931, loss_ce: 0.018151, loss_kd: 789.430054
[04:52:27.757] iteration 1390 : loss : 86.811386, loss_ce: 0.014398, loss_kd: 431.590332
[04:52:33.456] iteration 1400 : loss : 70.101868, loss_ce: 0.033378, loss_kd: 348.029266
[04:52:39.163] iteration 1410 : loss : 68.328735, loss_ce: 0.025013, loss_kd: 339.125153
[04:52:44.862] iteration 1420 : loss : 53.562260, loss_ce: 0.042008, loss_kd: 265.255280
[04:52:50.574] iteration 1430 : loss : 54.644196, loss_ce: 0.014985, loss_kd: 270.752014
[04:52:56.279] iteration 1440 : loss : 68.053619, loss_ce: 0.012334, loss_kd: 337.769836
[04:53:01.999] iteration 1450 : loss : 107.081367, loss_ce: 0.013807, loss_kd: 532.872314
[04:53:07.707] iteration 1460 : loss : 81.085037, loss_ce: 0.021033, loss_kd: 402.929901
[04:53:24.090] iteration 1470 : loss : 65.052498, loss_ce: 0.021626, loss_kd: 322.728363
[04:53:29.760] iteration 1480 : loss : 51.733917, loss_ce: 0.019945, loss_kd: 256.177917
[04:53:35.447] iteration 1490 : loss : 65.695869, loss_ce: 0.023331, loss_kd: 325.988892
[04:53:41.133] iteration 1500 : loss : 94.950142, loss_ce: 0.015416, loss_kd: 472.209473
[04:53:46.828] iteration 1510 : loss : 115.637512, loss_ce: 0.017470, loss_kd: 575.700928
[04:53:52.513] iteration 1520 : loss : 92.336845, loss_ce: 0.016588, loss_kd: 459.164337
[04:53:58.208] iteration 1530 : loss : 98.249832, loss_ce: 0.048430, loss_kd: 488.690826
[04:54:03.898] iteration 1540 : loss : 76.280220, loss_ce: 0.010605, loss_kd: 378.851196
[04:54:09.595] iteration 1550 : loss : 69.805710, loss_ce: 0.019941, loss_kd: 346.524506
[04:54:15.292] iteration 1560 : loss : 77.466682, loss_ce: 0.033123, loss_kd: 384.813843
[04:54:20.999] iteration 1570 : loss : 65.798752, loss_ce: 0.011887, loss_kd: 326.487030
[04:54:26.696] iteration 1580 : loss : 59.653248, loss_ce: 0.009848, loss_kd: 295.775085
[04:54:32.406] iteration 1590 : loss : 53.593315, loss_ce: 0.020818, loss_kd: 265.453735
[04:54:38.107] iteration 1600 : loss : 52.609539, loss_ce: 0.023198, loss_kd: 260.546356
